orderId,drugbankId,name,category,chemicalFormula,smiles,description,relatedDrugs
231,DB01151,Desipramine,Small Molecule,C18H22N2,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,"Desipramine hydrochloride is a dibenzazepine-derivative tricyclic antidepressant (TCA). TCAs are structurally similar to phenothiazines. They contain a tricyclic ring system with an alkyl amine substituent on the central ring. In non-depressed individuals, desipramine does not affect mood or arousal, but may cause sedation. In depressed individuals, desipramine exerts a positive effect on mood. TCAs are potent inhibitors of serotonin and norepinephrine reuptake. Secondary amine TCAs, such as desipramine and nortriptyline, are more potent inhibitors of norepinephrine reuptake than tertiary amine TCAs, such as amitriptyline and doxepine. TCAs also down-regulate cerebral cortical β-adrenergic receptors and sensitize post-synaptic serotonergic receptors with chronic use. The antidepressant effects of TCAs are thought to be due to an overall increase in serotonergic neurotransmission. TCAs also block histamine-H1 receptors, α1-adrenergic receptors and muscarinic receptors, which accounts for their sedative, hypotensive and anticholinergic effects (e.g. blurred vision, dry mouth, constipation, urinary retention), respectively. See toxicity section below for a complete listing of side effects. Desipramine exerts less anticholinergic and sedative side effects compared to tertiary amine TCAs, such as amitriptyline and clomipramine. Desipramine may be used to treat depression, neuropathic pain (unlabeled use), agitation and insomnia (unlabeled use) and attention-deficit hyperactivity disorder (unlabeled use).","['DrugA', 'DrugB', 'DrugC']"
232,DB01396,Digitoxin,Small Molecule,C41H64O13,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,"A cardiac glycoside sometimes used in place of digoxin. It has a longer half-life than digoxin; toxic effects, which are similar to those of digoxin, are longer lasting. (From Martindale, The Extra Pharmacopoeia, 30th ed, p665)","['DrugA', 'DrugB', 'DrugC']"
233,DB00544,Fluorouracil,Small Molecule,C4H3FN2O2,FC1=CNC(=O)NC1=O,A pyrimidine analog that is an antineoplastic antimetabolite. It interferes with DNA synthesis by blocking the thymidylate synthetase conversion of deoxyuridylic acid to thymidylic acid.,"['DrugA', 'DrugB', 'DrugC']"
234,DB01194,Brinzolamide,Small Molecule,C12H21N3O5S3,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,"Brinzolamide is a highly specific, non-competitive, reversible carbonic anhydrase II (CA-II) inhibitor indicated to reduce ocular pressure in patients with ocular hypertension or open-angle glaucoma.5 Although the exact pathophysiology of glaucoma is still unknown, one of the main hallmarks of this disease is vascular dysregulation and abnormalities.1,2 The resulting vascular resistance increases intraocular pressure, thus impairing ocular perfusion.1,2 Although systemic anti-carbonic anhydrase (CA) therapy has been used for almost 50 years with varying degrees of success, systemic administration results in an increase in incidences of adverse effects.1,2 Brinzolamide was developed as a topical solution to the systemic side effects and dorzolamide, the first-ever approved topical CA inhibitor with contrasting results and evidence.2 Unlike dorzolamide, brinzolamide has a higher lipophilicity to facilitate diffusion across the blood-retinal barrier.2 Brinzolamide was approved by the FDA in 1998 as a standalone product and in 2013 as a combination product with brimonidine tartrate.5,6 In Europe, it was also approved as a combination product with timolol in 2008.7","['DrugA', 'DrugB', 'DrugC']"
235,DB00549,Zafirlukast,Small Molecule,C31H33N3O6S,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,"Zafirlukast is an oral leukotriene receptor antagonist (LTRA) for the maintenance treatment of asthma, often used in conjunction with an inhaled steroid and/or long-acting bronchodilator. It is available as a tablet and is usually dosed twice daily. Another leukotriene receptor antagonist is montelukast (Singulair), which is usually taken just once daily. Zafirlukast blocks the action of the cysteinyl leukotrienes on the CysLT1 receptors, thus reducing constriction of the airways, build-up of mucus in the lungs and inflammation of the breathing passages.","['DrugA', 'DrugB', 'DrugC']"
236,DB00936,Salicylic acid,Small Molecule,C7H6O3,OC(=O)C1=CC=CC=C1O,"A compound obtained from the bark of the white willow and wintergreen leaves, and also prepared synthetically. It has bacteriostatic, fungicidal, and keratolytic actions. Its salts, the salicylates, are used as analgesics.","['DrugA', 'DrugB', 'DrugC']"
237,DB08893,Mirabegron,Small Molecule,C21H24N4O2S,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,"Mirabegron is a sympathomimetic beta-3 adrenergic receptor agonist used to relax the smooth muscle of the bladder in the treatment of urinary frequency and incontinence. It is unique amongst overactive bladder treatment options in that, unlike other treatments such as solifenacin and darifenacin, it lacks significant antimuscarinic activity,3 which is responsible both for the therapeutic effects of these medications and their broad range of adverse effects. Mirabegron has a comparatively favorable adverse effect profile as compared to other available treatment options, and its complementary mechanism to the antimuscarinics that came before it allows for its use alongside solifenacin in refractory cases.6 Mirabegron first received FDA approval in 2012, under the brand name Myrbetriq, for the treatment of adults with overactive bladder.6 An extended-release granule formulation was subsequently granted approval in March 2021 for the treatment of pediatric patients with neurogenic detrusor overactivity.6 Mirabegron is also used in other jurisdictions across the globe, including Canada,7 the EU,8 and Japan.2","['DrugA', 'DrugB', 'DrugC']"
238,DB04743,Nimesulide,Small Molecule,C13H12N2O5S,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,"Nimesulide is a relatively COX-2 selective, non-steroidal anti-inflammatory drug (NSAID) with analgesic and antipyretic properties. Its approved indications are the treatment of acute pain, the symptomatic treatment of osteoarthritis and primary dysmenorrhoea in adolescents and adults above 12 years old. Due to concerns about the risk of hepatotoxicity, nimesulide has been withdrawn from market in many countries.","['DrugA', 'DrugB', 'DrugC']"
239,DB00177,Valsartan,Small Molecule,C24H29N5O3,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,"Valsartan belongs to the angiotensin II receptor blocker (ARB) family of drugs, which also includes telmisartan, candesartan, losartan, olmesartan, and irbesartan. ARBs selectively bind to angiotensin receptor 1 (AT1) and prevent the protein angiotensin II from binding and exerting its hypertensive effects, which include vasoconstriction, stimulation and synthesis of aldosterone and ADH, cardiac stimulation, and renal reabsorption of sodium, among others. Overall, valsartan's physiologic effects lead to reduced blood pressure, lower aldosterone levels, reduced cardiac activity, and increased excretion of sodium.  Valsartan also affects the renin-angiotensin aldosterone system (RAAS), which plays an important role in hemostasis and regulation of kidney, vascular, and cardiac functions. Pharmacological blockade of RAAS via AT1 receptor blockade inhibits negative regulatory feedback within RAAS, which is a contributing factor to the pathogenesis and progression of cardiovascular disease, heart failure, and renal disease. In particular, heart failure is associated with chronic activation of RAAS, leading to inappropriate fluid retention, vasoconstriction, and ultimately a further decline in left ventricular function. ARBs have been shown to have a protective effect on the heart by improving cardiac function, reducing afterload, increasing cardiac output and preventing ventricular hypertrophy and remodelling.5  By comparison, the angiotensin-converting enzyme inhibitor (ACEI) class of medications (which includes drugs such as ramipril, lisinopril, and perindopril) inhibit the conversion of angiotensin I to angiotensin II through inhibition of the ACE enzyme. However, this does not prevent the formation of all angiotensin II within the body. The angiotensin II receptor blocker (ARB) family of drugs unique in that it blocks all angiotensin II activity, regardless of where or how it was synthesized.  Valsartan is commonly used for the management of hypertension, heart failure, and Type 2 Diabetes-associated nephropathy, particularly in patients who are unable to tolerate ACE inhibitors. ARBs such as valsartan have been shown in a number of large-scale clinical outcomes trials to improve cardiovascular outcomes including reducing risk of myocardial infarction, stroke, the progression of heart failure, and hospitalization.1,9,10,11,12,13,14,15 Valsartan also slows the progression of diabetic nephropathy due to its renoprotective effects.6,7,8 Improvements in chronic kidney disease with valsartan include both clinically and statistically significant decreases in urinary albumin and protein excretion in patients diagnosed with type 2 diabetes and in nondiabetic patients diagnosed with chronic kidney disease.1,10 Valsartan was initially approved in 1996 in Europe for the treatment of hypertension in adults. Shortly after, in 1997, this drug was approved in the United States.1 Valsartan is generally well-tolerated with a side-effect profile superior to that of other antihypertensive drugs.3,4","['DrugA', 'DrugB', 'DrugC']"
240,DB00474,Methohexital,Small Molecule,C14H18N2O3,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,An intravenous anesthetic with a short duration of action that may be used for induction of anesthesia.,"['DrugA', 'DrugB', 'DrugC']"
241,DB09289,Tianeptine,Small Molecule,C21H25ClN2O4S,CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=C(C=C(Cl)C=C2)S1(=O)=O,"Tianeptine is a drug used primarily in the treatment of major depressive disorder and has been studied in the treatment of irritable bowel syndrome (IBS) 3. Structurally, it is classified as a tricyclic antidepressant (TCA), however, it possesses different pharmacological properties than typical tricyclic antidepressants 1. Tianeptine was discovered and patented by The French Society of Medical Research in the 1960s 29. Currently, tianeptine is approved in France and manufactured and marketed by Laboratories Servier SA; it is also marketed in several other European countries under the trade name “Coaxil” as well as in Asia (including Singapore) and Latin America as “Stablon” and “Tatinol” but it is not available in Australia, Canada, New Zealand, the U.K. or the U.S.","['DrugA', 'DrugB', 'DrugC']"
242,DB06708,Lumefantrine,Small Molecule,C30H32Cl3NO,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,"Lumefantrine is an antimalarial agent used to treat acute uncomplicated malaria. It is administered in combination with artemether for improved efficacy. This combination therapy exerts its effects against the erythrocytic stages of Plasmodium spp. and may be used to treat infections caused by P. falciparum and unidentified Plasmodium species, including infections acquired in chloroquine-resistant areas.","['DrugA', 'DrugB', 'DrugC']"
243,DB00531,Cyclophosphamide,Small Molecule,C7H15Cl2N2O2P,ClCCN(CCCl)P1(=O)NCCCO1,"Precursor of an alkylating nitrogen mustard antineoplastic and immunosuppressive agent that must be activated in the liver to form the active aldophosphamide. It has been used in the treatment of lymphoma and leukemia. Its side effect, alopecia, has been used for defleecing sheep. Cyclophosphamide may also cause sterility, birth defects, mutations, and cancer.","['DrugA', 'DrugB', 'DrugC']"
244,DB00503,Ritonavir,Small Molecule,C37H48N6O5S2,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,"Ritonavir is an HIV protease inhibitor that interferes with the reproductive cycle of HIV. Although it was initially developed as an independent antiviral agent, it has been shown to possess advantageous properties in combination regimens with low-dose ritonavir and other protease inhibitors. It is now more commonly used as a booster of other protease inhibitors and is available in both liquid formulations and as capsules.  While ritonavir is not an active antiviral agent against hepatitis C virus (HCV) infection, it is added in combination therapies indicated for the treatment of HCV infections as a booster. Ritonavir is a potent CYP3A inhibitor that increases peak and trough plasma drug concentrations of other protease inhibitors such as Paritaprevir and overall drug exposure. American Association for the Study of Liver Diseases (AASLD) and the Infectious Diseases Society of America (IDSA) guidelines recommend ritonavir-boosted combination therapies as first-line therapy for HCV Genotype 1a/b and 4 treatment-naïve patients with or without cirrhosis.  Ritonavir is found in a fixed-dose combination product with Ombitasvir, Dasabuvir, and Paritaprevir as the FDA-approved product Viekira Pak. First approved in December 2014, Viekira Pak is indicated for the treatment of HCV genotype 1b without cirrhosis or with compensated cirrhosis, and when combined with Ribavirin for the treatment of HCV genotype 1a without cirrhosis or with compensated cirrhosis. Ritonavir is also available as a fixed-dose combination product with Ombitasvir and Paritaprevir as the FDA- and Health Canada-approved product Technivie. First approved in July 2015, Technivie is indicated in combination with Ribavirin for the treatment of patients with genotype 4 chronic hepatitis C virus (HCV) infection without cirrhosis or with compensated cirrhosis. In Canada, ritonavir is also available as a fixed-dose combination product with Ombitasvir, Dasabuvir, and Paritaprevir as the Health Canada-approved, commercially available product Holkira Pak. First approved in January 2015, Holkira Pak is indicated for the treatment of HCV genotype 1b with or without cirrhosis, and when combined with Ribavirin for the treatment of HCV genotype 1a with or without cirrhosis. The inclusion of ritonavir can select for HIV-1 protease inhibitor resistance-associated substitutions. Any HCV/HIV-1 co-infected patients treated with ritonavir-containing combination therapies should also be on a suppressive antiretroviral drug regimen to reduce the risk of HIV-1 protease inhibitor drug resistance. Ritonavir is combined with other drugs to treat coronavirus disease 2019 (COVID-19) in patients at risk for progressing into a severe form of the disease, such as nirmatrelvir.16","['DrugA', 'DrugB', 'DrugC']"
245,DB00502,Haloperidol,Small Molecule,C21H23ClFNO2,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,"Haloperidol is a high potency first-generation (typical) antipsychotic and one of the most frequently used antipsychotic medications used worldwide.7 While haloperidol has demonstrated pharmacologic activity at a number of receptors in the brain,10 it exerts its antipsychotic effect through its strong antagonism of the dopamine receptor (mainly D2), particularly within the mesolimbic and mesocortical systems of the brain. Haloperidol is indicated for the treatment of the manifestations of several psychotic disorders including schizophrenia, acute psychosis, Tourette syndrome, and other severe behavioural states.16 It is also used off-label for the management of chorea associated with Huntington's disease and for the treatment of intractable hiccups as it is a potent antiemetic. Dopamine-antagonizing medications such as haloperidol are though to improve psychotic symptoms and states that are caused by an over-production of dopamine, such as schizophrenia, which is theorized to be caused by a hyperdopaminergic state within the limbic system of the brain.9 Use of the first-generation antipsychotics (including haloperidol) is considered highly effective for the management of the ""positive"" symptoms of schizophrenia including hallucinations, hearing voices, aggression/hostility, disorganized speech, and psychomotor agitation. However, this class of drugs is also limited by the development of movement disorders induced by dopamine-blockade such as drug-induced parkinsonism, akathisia, dystonia, tardive dyskinesia, as well as other side effects including sedation, weight gain, and prolactin changes. While there are limited high-quality studies comparing haloperidol to lower-potency first-generation antipsychotics such as Chlorpromazine, Zuclopenthixol, Fluphenazine, and Methotrimeprazine, haloperidol typically demonstrates the least amount of side effects within this class, but demonstrates a stronger disposition for causing extrapyramidal symptoms (EPS).6,7,8 These other low‐potency antipsychotics are limited by their lower affinity for dopamine receptors, which requires a higher dose to effectively treat symptoms of schizophrenia. In addition, they block many receptors other than the primary target (dopamine receptors), such as cholinergic or histaminergic receptors, resulting in a higher incidence of side effects such as sedation, weight gain, and hypotension. Interestingly, in vivo pharmacogenetic studies have demonstrated that the metabolism of haloperidol may be modulated by genetically determined polymorphic CYP2D6 activity. However, these findings contradict the findings from studies in vitro with human liver microsomes and from drug interaction studies in vivo. Inter-ethnic and pharmacogenetic differences in haloperidol metabolism may possibly explain these observations.3 First-generation antipsychotic drugs have largely been replaced with second- and third-generation (atypical) antipsychotics such as Risperidone, Olanzapine, Clozapine, Quetiapine, Aripiprazole, and Ziprasidone. However, haloperidol use remains widespread and is considered the benchmark for comparison in trials of the newer generation antipsychotics.8 The efficacy of haloperidol was first established in controlled trials in the 1960s.5","['DrugA', 'DrugB', 'DrugC']"
246,DB09090,Pinaverium,Small Molecule,C26H41BrNO4,COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1,"Pinaverium is a spasmolytic agent used for functional gastrointestinal disorders. It is a quaternary ammonium compound that acts as an atypical calcium antagonist to restore normal bowel function. It is shown to relieve GI spasm and pain, transit disturbances and other symptoms related to motility disorders 1 and may be considered as effective first-lline therapy for patients with irritable bowel syndrome (IBS) 5. Pinaverium bromide is the common ingredient in formulations, mostly as oral tablets. Although it is not a currently approved drug by the FDA, pinaverium is available in over 60 countries including Canada.","['DrugA', 'DrugB', 'DrugC']"
247,DB01200,Bromocriptine,Small Molecule,C32H40BrN5O5,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,"Bromocriptine mesylate is a semisynthetic ergot alkaloid derivative with potent dopaminergic activity. It inhibits prolactin secretion and may be used to treat dysfunctions associated with hyperprolactinemia. Bromocriptine is also indicated for the management of signs and symptoms of Parkinsonian Syndrome, as well as the treatment of acromegaly. Bromocriptine has been associated with pulmonary fibrosis, and can also cause sustained suppression of somatotropin (growth hormone) secretion in some patients with acromegaly. In 1995, the FDA withdrew the approval of bromocriptine mesylate for the prevention of physiological lactation after finding that bromocriptine was not shown to be safe for use.8,9 It continues to be used for the indications mentioned above.","['DrugA', 'DrugB', 'DrugC']"
248,DB01136,Carvedilol,Small Molecule,C24H26N2O4,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,"Carvedilol is a racemic mixture where the S(-) enantiomer is both a beta and alpha-1 adrenoceptor blocker, and the R(+) enantiomer is an alpha-1 adrenoceptor blocker.5,6 It is currently used to treat heart failure, left ventricular dysfunction, and hypertension.5,6 The dual action of carvedilol is advantageous in combination therapies as moderate doses of 2 drugs have a decreased incidence of adverse effects compared to high dose monotherapy in the treatment of moderate hypertension.4 Carvedilol was granted FDA approval on 14 September 1995.5","['DrugA', 'DrugB', 'DrugC']"
249,DB00987,Cytarabine,Small Molecule,C9H13N3O5,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"A pyrimidine nucleoside analog that is used mainly in the treatment of leukemia, especially acute non-lymphoblastic leukemia. Cytarabine is an antimetabolite antineoplastic agent that inhibits the synthesis of DNA. Its actions are specific for the S phase of the cell cycle. It also has antiviral and immunosuppressant properties. (From Martindale, The Extra Pharmacopoeia, 30th ed, p472)","['DrugA', 'DrugB', 'DrugC']"
250,DB00980,Ramelteon,Small Molecule,C16H21NO2,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,"Ramelteon is the first in a new class of sleep agents that selectively binds to the melatonin receptors in the suprachiasmatic nucleus (SCN). It is used for insomnia, particularly delayed sleep onset. Ramelteon has not been shown to produce dependence and has shown no potential for abuse.","['DrugA', 'DrugB', 'DrugC']"
251,DB01131,Proguanil,Small Molecule,C11H16ClN5,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,"Proguanil is a prophylactic antimalarial drug, which works by stopping the malaria parasite, Plasmodium falciparum and Plasmodium vivax, from reproducing once it is in the red blood cells. It does this by inhibiting the enzyme, dihydrofolate reductase, which is involved in the reproduction of the parasite.","['DrugA', 'DrugB', 'DrugC']"
252,DB01132,Pioglitazone,Small Molecule,C19H20N2O3S,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,"Pioglitazone is an antihyperglycemic used as an adjunct to diet, exercise, and other antidiabetic medications to manage type 2 diabetes mellitus.4,5,6,7 It is administered as a racemic mixture, though there is no pharmacologic difference between the enantiomers and they appear to interconvert in vivo with little consequence.4 The thiazolidinedione class of medications, which also includes rosiglitazone and troglitazone, exerts its pharmacological effect primarily by promoting insulin sensitivity and the improved uptake of blood glucose4 via agonism at the peroxisome proliferator-activated receptor-gamma (PPARγ).1 PPARs are ligand-activated transcription factors that are involved in the expression of more than 100 genes and affect numerous metabolic processes, most notably lipid and glucose homeostasis.2 Thiazolidinediones, including pioglitazone, have fallen out of favor in recent years due to the presence of multiple adverse effects and warnings regarding their use (e.g. congestive heart failure, bladder cancer) and the availability of safer and more effective alternatives for patients with type 2 diabetes mellitus.9","['DrugA', 'DrugB', 'DrugC']"
253,DB00983,Formoterol,Small Molecule,C19H24N2O4,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,"Formoterol is an inhaled beta2-agonist used in the management of COPD and asthma that was first approved for use in the United States in 2001.10 It acts on bronchial smooth muscle to dilate and relax airways, and is administered as a racemic mixture of its active (R;R)- and inactive (S;S)-enantiomers.2 A major clinical advantage of formoterol over other inhaled beta-agonists is its rapid onset of action (2-3 minutes), which is at least as fast as salbutamol, combined with a long duration of action (12 hours) - for this reason, treatment guidelines for asthma recommend its use as both a reliever and maintenance medication.18 It is available as a single-entity product 10,16 and in several formulations in combination with both inhaled corticosteroids 13,15 and long-acting muscarinic antagonists.12,11","['DrugA', 'DrugB', 'DrugC']"
254,DB00490,Buspirone,Small Molecule,C21H31N5O2,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,"Buspirone is a novel anxiolytic agent with a unique structure and a pharmacological profile. Belonging to the azaspirodecanedione drug class,2 buspirone is a serotonin 5-HT1A receptor agonist that is not chemically or pharmacologically related to benzodiazepines, barbiturates, and other sedative/anxiolytic drugs.13 Unlike many drugs used to treat anxiety, buspirone does not exhibit anticonvulsant, sedative, hypnotic, and muscle-relaxant properties. Due to these characteristics, buspirone been termed 'anxioselective'.1 First synthesized in 1968 then patented in 1975,10 it is commonly marketed under the brand name Buspar®. Buspirone was first approved in 1986 by the FDA 4 and has been used to treat anxiety disorders, such as generalized anxiety disorder (GAD), and relieve symptoms of anxiety. It has also been used as a second-line therapy for unipolar depression when the use of selective serotonin reuptake inhibitors (SSRIs) is deemed clinically inadequate or inappropriate.10 The potential use of buspirone in combination with melatonin in depression and cognitive impairment via promoting neurogenesis has also been investigated.4","['DrugA', 'DrugB', 'DrugC']"
255,DB01138,Sulfinpyrazone,Small Molecule,C23H20N2O3S,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,"A uricosuric drug that is used to reduce the serum urate levels in gout therapy. It lacks anti-inflammatory, analgesic, and diuretic properties.","['DrugA', 'DrugB', 'DrugC']"
256,DB06145,Spiramycin,Small Molecule,C43H74N2O14,[H][C@@]1(CC[C@@H]([C@@H](C)O1)N(C)C)O[C@H]1\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@H](OC)[C@@H](O[C@]2([H])O[C@H](C)[C@@H](O[C@@]3([H])C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@H]1C,"Spiramycin is a primarily bacteriostatic macrolide antimicrobial agent with activity against Gram-positive cocci and rods, Gram-negative cocci and also Legionellae, mycoplasmas, chlamydiae, some types of spirochetes, Toxoplasma gondii and Cryptosporidium. Spiramycin is a 16-membered ring macrolide discovered in 1952 as a product of Streptomyces ambofaciens that has been available in oral formulations since 1955, and parenteral formulations since 1987. Resistant organisms include Enterobacteria, pseudomonads, and moulds.","['DrugA', 'DrugB', 'DrugC']"
257,DB06144,Sertindole,Small Molecule,C24H26ClFN4O,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,"Sertindole, a neuroleptic, is one of the newer antipsychotic medications available. Serdolect is developed by the Danish pharmaceutical company H. Lundbeck. It is a phenylindole derivative used in the treatment of schizophrenia. It was first marketed in 1996 in several European countries before being withdrawn two years later because of numerous cardiac adverse effects. It has once again been approved and should soon be available on the French and Australian market.","['DrugA', 'DrugB', 'DrugC']"
258,DB00328,Indomethacin,Small Molecule,C19H16ClNO4,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,"Indometacin, or indomethacin, is a non-steroidal anti-inflammatory drug (NSAID) with anti-inflammatory, analgesic, and antipyretic properties. NSAIDs consist of agents that are structurally unrelated; the NSAID chemical classification of indometacin is an indole-acetic acid derivative with the chemical name 1- (p-chlorobenzoyl)25-methoxy-2-methylindole-3-acetic acid.1 The pharmacological effect of indometacin is not fully understood, however, it is thought to be mediated through potent and nonselective inhibition of the enzyme cyclooxygenase (COX), which is the main enzyme responsible for catalyzes the rate-limiting step in prostaglandin and thromboxane biosynthesis via the arachidonic acid (AA) pathway. Indometacin was first discovered in 1963 and it was first approved for use in the U.S. by the Food and Drug Administration in 1965, 10 along with other acetic acid derivatives such as diclofenac and sulindac that were also developed during the 1960s.1 Since then, indometacin has been extensively studied in clinical trials as one of the most potent NSAIDs in blocking prostaglandin synthesis and was among the first NSAIDs to be used in the symptomatic treatment of migraine and for headaches that eventually became known as “indomethacin-responsive” headache disorders.1  Most commonly used in rheumatoid arthritis, ankylosing spondylitis, osteoarthritis, acute shoulder pains, and acute gouty arthritis, indometacin is currently available as oral capsules as well as other methods of administration, including rectal and intravenous formulations. Intravenous indometacin is administered to close a hemodynamically significant patent ductus arteriosus, as indicated by clinical evidence, in premature infants.14 Ophthalmic indometacin has been studied and used in the symptomatic treatment of postoperative ocular inflammation and pain and/or complications after cataract surgery. Although deemed effective in reducing ocular inflammation in clinical studies, topical NSAIDs were also associated with a potential reduction in corneal sensitivity accompanied by an increased risk of superficial punctate keratitis and subjective symptoms of discomfort, including pain, burning or pricking, or a tingling sensation after instillation into the cul‐de‐sac.6","['DrugA', 'DrugB', 'DrugC']"
259,DB01544,Flunitrazepam,Small Molecule,C16H12FN3O3,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,Flunitrazepam is a benzodiazepine with pharmacologic actions similar to those of diazepam that can cause anterograde amnesia. Some reports indicate that it is used as a date rape drug and suggest that it may precipitate violent behavior. The United States Government has banned the importation of this drug.,"['DrugA', 'DrugB', 'DrugC']"
260,DB00327,Hydromorphone,Small Molecule,C17H19NO3,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,"Hydromorphone is a pure opioid,1 a semi-synthetic hydrogenated ketone derivative of morphine that has been available clinically since 1920. Structurally, hydromorphone derived from morphine in the modification of the hydroxyl group in the carbon 6 to a carbonyl and the absence of a double bond between the carbon 7 and 8. Due to these modifications, it presents a very high potency and comparable side effect profile to the parent compound.2 Even though hydromorphone does not present a 6-hydroxyl group, it is categorized under the family of phenanthrenes and it is considered a chemical under the schedule II (medical purposes with high addiction potential).3 The first reported approved product containing hydromorphone in the form of hydromorphone hydrochloride was developed by Fresenius Kabi USA and FDA approved in 1984.9","['DrugA', 'DrugB', 'DrugC']"
