id,order_id,drugbank_id,name,category,chemical_formula,smiles,description,related_drugs,pharmacodynamics,action_mechanism,protein_binding,metabolism
12233,12233,DB12233,Iguratimod,"Amides, Benzopyrans, Heterocyclic Compounds, Fused-Ring",,CS(=O)(=O)NC1=CC2=C(C=C1OC1=CC=CC=C1)C(=O)C(NC=O)=CO2,Iguratimod is under investigation in Rheumatoid Arthritis.,,,,,
12234,12234,DB12234,BMS-214662,"Benzazepines, Heterocyclic Compounds, Fused-Ring",,[H][C@@]1(CC2=CC=CC=C2)CN(CC2=CN=CN2)C2=C(CN1S(=O)(=O)C1=CC=CS1)C=C(C=C2)C#N,"BMS-214662 has been used in trials studying the treatment of Childhood Myelodysplastic Syndromes, Refractory Anemia With Excess Blasts, Recurrent Adult Acute Myeloid Leukemia, Relapsing Chronic Myelogenous Leukemia, and Adult Acute Promyelocytic Leukemia (M3), among others.",,,,,
12235,12235,DB12235,Estetrol,"Adrenal Cortex Hormones, Contraceptives, Oral, Cytochrome P-450 CYP3A Substrates",,[H][C@@]12[C@@H](O)[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],"Naturally or synthetically produced steroid estrogens have a wide range of pharmaceutical uses ranging from hormonal contraception to the treatment of menopausal symptoms.[L33184] Estetrol (E4) is a native estrogen occurring naturally during pregnancy, but can be synthesized from a plant source and used for contraception.[L33179] It is more potent and is safer than the synthetic estrogen ethinylestradiol (EE2) found in 97% of oral contraceptive pills, reducing the environmental accumulation of unwanted endocrine disrupting chemicals (EDCs) that often lead to harmful epigenetic effects.[L33184]     On April 15 2021, Mayne Pharma Group Limited and Mithra Pharmaceuticals were granted FDA approval for the oral contraceptive Estelle/Nextstellis, a combination of [drospirenone] and estetrol. Estetrol is the first new estrogen introduced to the USA in over 50 years and is the first approved estetrol product in the world. The combination of drospirenone and estetrol offers a new choice with a favourable safety profile for women seeking contraceptive therapy.[L33179] In Canada, Nextstellis was approved for use in March 2021; it was developed by Mithra and is marketed by Searchlight Pharma.[L33209]","Prucalopride, Prasterone, Exemestane, Hyaluronidase (ovine), Hyaluronidase (human recombinant), Hyaluronidase","Estetrol prevents pregnancy by suppressing ovulation.[A233709,L33174]","Estetrol is a synthetic analogue of a naturally occurring estrogen present during pregnancy, demonstrating selectivity for both estrogen receptor-α (ER-α) and ER-β and suppressing ovulation.[L33174] Estetrol binds with a low to moderate affinity human estrogen receptor alpha (ER alpha) and ER beta with a preference for ER alpha.[A233684]   Estetrol demonstrates a unique mechanism of action via tissue selective activity, showing estrogen receptor agonist activity on the vagina, the uterus and the endometrium, and negative estrogenic activity on breast tissue.[A233739,L33209]","Estetrol is 46-50% bound to plasma proteins.[L33174]  Estetrol does not bind to Sex Hormone Binding Globulin (SHBG). In one study, estetrol showed moderate binding to human plasma proteins (45.5%-50.4%) and human serum albumin (58.6%) with low binding to human alpha-glycoprotein (11.2%).[L33199]","Estretol is heavily metabolized after oral administration.[L33199] Phase 2 metabolism of estrogen forms glucuronide and sulfate conjugates with negligible in-vitro estrogenic activity. In vitro metabolism studies demonstrate that UGT2B7 catalyzes the formation of  E4-16-glucuronide.  Estetrol is combined with [drospirenone] in a product. The hepatic cytochrome enzyme CYP3A4 metabolizes drospirenone to two primary metabolites: the acid form of drospirenone through the opening of the lactone ring and the 4,5­ dihydrodrospirenone formed by reduction, followed by sulfation. Both metabolites are pharmacologically inactive.[L33174,L33199]"
12236,12236,DB12236,Bexagliflozin,"Benzene Derivatives, Blood Glucose Lowering Agents, Cytochrome P-450 CYP2C8 Substrates",,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(OCCOC3CC3)C=C2)=C1,"Bexagliflozin is a highly specific and potent sodium-glucose co-transporter 2 (SGLT2) inhibitor.[A256408,A256413,L44758] Similar to other SGLT2 inhibitors, bexagliflozin contains three basic moieties: glucose, two benzene rings and a methylene bridge.[A256413] SGLT2 is responsible for 60% to 90% of renal glucose re-uptake, and unlike other isoforms such as SGLT1, SGLT2 is mainly expressed in the kidney.[A256408] By inhibiting SGLT2, bexagliflozin reduces renal reabsorption of filtered glucose and increases urinary glucose excretion, which reduces blood glucose levels independently of insulin sensitivity.[A256423,L44758] In January 2023, bexagliflozin was approved by the FDA for the treatment of adults with type 2 diabetes. Its use is not recommended in patients with type 1 diabetes since it may increase their risk of diabetic ketoacidosis.[L44758]","Pegvisomant, Ramipril, Fosinopril, Trandolapril, Benazepril, Enalapril","Healthy subjects and adults with type 2 diabetes mellitus given single or multiple doses of bexagliflozin had dose-dependent increases in urinary glucose excretion (UGE) accompanied by increases in urine volume. A 20 mg bexagliflozin dose can provide near-maximal UGE, and elevated UGE values are maintained with multiple-dose administration. Bexagliflozin does not cause clinically significant QTc interval prolongation at 5 times the recommended dose.[L44758]    The use of bexagliflozin may cause ketoacidosis, volume depletion, urosepsis, pyelonephritis, necrotizing fasciitis of the perineum and genital mycotic infections. There is also an increased incidence of lower limb amputation in patients treated with bexagliflozin compared to those receiving a placebo. In addition, the use of bexagliflozin in patients treated with insulin and insulin secretagogues may increase the risk of hypoglycemia.[L44758]","Bexagliflozin is a highly selective sodium–glucose co-transporter 2 (SGLT2) inhibitor. SGLT2 is located in the proximal renal tubule, a part of the kidney where most reabsorption takes place, and they transport glucose and sodium from the tubular lumen to the epithelium. By inhibiting SGLT2, bexagliflozin reduces glucose reabsorption in the kidney and promotes its excretion in urine. Therefore, in patients with type 2 diabetes mellitus (T2DM), bexagliflozin reduces blood glucose levels independently of insulin sensitivity.[A256423,L44758]    Aside from improving glycemic control, bexagliflozin may also reduce body weight, systolic blood pressure, and albuminuria.[A256433] The mechanism of action for these other effects have not been fully elucidated, but it is possible that they depend on the initial natriuresis caused by bexagliflozin, followed by a change in tissue sodium handling.[A256423]",Approximately 93% of bexagliflozin is bound to plasma protein.[L44758],"Bexagliflozin is metabolized in the liver mainly by UGT1A9 and, to a lesser extent, CYP3A. In healthy volunteers given an oral [14C]-bexagliflozin solution, the 3'-O-glucuronide, a pharmacologically inactive metabolite, constituted 32.2% of the parent compound AUC. The rest of the bexagliflozin metabolites contributed less than 10% of the parent AUC. None of the metabolites are expected to have clinically relevant pharmacological effects.[A256418,L44758]"
12237,12237,DB12237,GW-274150,"Anions, Electrolytes, Hydrogen Sulfide",,CC(=N)NCCSCC[C@H](N)C(O)=O,"GW274150 has been used in trials studying the treatment and prevention of Asthma, Migraine, Migraine Disorders, and Arthritis, Rheumatoid.",,,,,
12238,12238,DB12238,MK-0777,,,CCN1N=CN=C1COC1=NN2C(C=C1C(C)(C)C)=NN=C2C1=CC=CC=C1F,"MK-0777 has been used in trials studying the treatment of Schizophrenia, Anxiety Disorder, and Generalized Anxiety Disorder.",,,,,
12239,12239,DB12239,Balicatib,"Acids, Carbocyclic, Amides, Benzene Derivatives",,CCCN1CCN(CC1)C1=CC=C(C=C1)C(=O)NC1(CCCCC1)C(=O)NCC#N,Balicatib has been used in trials studying the treatment of Osteoporosis and Knee Osteoarthritis.,,,,,
12240,12240,DB12240,Polatuzumab vedotin,"Amino Acids, Peptides, and Proteins, Antibodies, Antibodies, Monoclonal",C6670H10317N1745O2087S40,,"Polatuzumab vedotin is a CD79b-directed antibody-drug conjugate that delivers monomethyl auristatin E (MMAE), an anti-mitotic agent, to cancer cells.[L6658] The drug consists of three components - a humanized immunoglobulin G1 (IgG1) monoclonal antibody specific for human CD79b (polatuzumab), MMAE, and protease-cleavable linker called maleimidocaproyl-valine-citrulline-p-aminobenzyloxycarbonyl (mc-vc-PAB) that covalently attaches MMAE to polatuzumab.[L6658]    Polatuzumab vedotin was granted accelerated FDA approval on June 10, 2019 [A254936] and was approved by Health Canada on July 9, 2020.[L44141]","Chlorotrianisene, Estrone, Dienestrol, Estriol, Quinestrol, Hexestrol","Polatuzumab vedotin is an anti-cancer agent that works to cause apoptosis in malignant B cells.[L6658] _In vitro_, it exerted cytotoxic effects on most diffuse large B-cell lymphoma (DLBCL) cell lines: this effect was consistent across cell lines, regardless of the cell-of-origin subtypes and whether they harboured mutations in the _CD79B_ gene or not.[A254936] In mouse xenograft models, polatuzumab vedotin caused apoptosis and reduced proliferation of mature CD79b+ B-cell NHL cell lines.[A254936]    Polatuzumab vedotin can cause immunosuppression, including neutropenia and thrombocytopenia.[A179380,L6658]","Polatuzumab vedotin is an antibody-drug conjugate consisting of a CD79b-directed antibody, a microtubule-disrupting agent called monomethyl auristatin E (MMAE), and a cleavable linker that holds the components together.[L6658] CD79 is a heterodimer composed of CD79a and CD79b. Responsible for signal transduction, CD79 forms a complex with the B cell receptor (BCR) and is almost exclusively expressed on B cells, including malignant B cells.[A254936,A254951] Most importantly, CD79b gained increasing attention as a promising therapeutic target as it plays an essential role in BCR expression, transport, and functions such as B cell proliferation and differentiation.[A254951]    Once the antibody component binds to CD79b, polatuzumab vedotin is internalized, and lysosomal proteases cleave the linker to release MMAE in the cell. MMAE is a microtubule-disrupting anti-mitotic agent that exerts cytotoxic effects against malignant B cells. It binds to microtubules, inhibits mitosis by interfering with tubulin and tubulin polymerization, and induces apoptosis in dividing B cells.[A254936,L6658,L44141]","MMAE is 71% to 77% bound to plasma proteins. Its blood-to-plasma ratio is 0.79 to 0.98, _in vitro_.[L6658]","Polatuzumab vedotin is expected to undergo catabolism into small peptides, amino acids, unconjugated MMAE, and unconjugated MMAE-related catabolites. MMAE is metabolized by CYP3A4/5.[L44141]"
12241,12241,DB12241,TAK-733,"Pyridines, Pyrimidines",,[H][C@](O)(CO)CN1C=NC2=C(C1=O)C(NC1=C(F)C=C(I)C=C1)=C(F)C(=O)N2C,"TAK-733 has been used in trials studying the treatment of Advanced Metastatic Melanoma, Advanced Nonhematologic Malignancies, and Advanced Non-hematologic Malignancies.",,,,,
12242,12242,DB12242,AZD-7762,"Amides, Sulfur Compounds",,NC(=O)NC1=C(SC(=C1)C1=CC=CC(F)=C1)C(=O)N[C@H]1CCCNC1,"AZD7762 has been investigated for the treatment of Cancer, Solid Tumors, and Advanced Solid Malignancies.",,,,,
12243,12243,DB12243,Edaravone,"Antioxidants, Central Nervous System Agents, Compounds used in a research, industrial, or household setting",,CC1=NN(C(=O)C1)C1=CC=CC=C1,"Edaravone is a free radical scavenger and neuroprotective agent with antioxidant properties.[A254257] It has three tautomers.[A19140] Edaravone works to scavenge reactive oxygen species, which have been implicated in neurological disorders, such as amyotrophic lateral sclerosis (ALS) and cerebral ischemia.[A19140,L44007,A254257]    The intravenous formulation of edaravone was first approved in Japan in 2001 for the treatment of acute ischemic stroke.[L44007] It was later approved for the treatment of amyotrophic lateral sclerosis (ALS) in Japan and South Korea in 2015, followed by the FDA approval in May 2017 [L41810] and Health Canada approval in October 2018.[L44007] The oral suspension formulation of edaravone was approved by the FDA in May 2022 and by Health Canada in November 2022.[L44017]    Edaravone was initially granted orphan designation by the European Medicines Agency on June 19, 2015 [L44007] and was under regulatory review in Europe. However, the drug manufacturer, Mitsubishi Tanabe Pharma, withdrew the Marketing Authorization Application (MAA) for edaravone from the European market on May 24, 2019, in response to the request made by the Committee for Medicinal Products for Human Use (CHMP) for a long-term study demonstrating the long-term efficacy and safety of edaravone.[L44002,L44012] Edaravone was also investigated in other disorders, such as Alzheimer's disease,[A19138] neuropathic pain, and ischemia-induced nerve injury.[A19139]",,Edaravone works to delay the disease progression of neurological disorders such as ischemic stroke and ALS by limiting the extent of neuronal damage or death.[A19140],"Oxidative stress and reactive oxygen species (ROS) production have been implicated in various neurological disorders, such as amyotrophic lateral sclerosis (ALS) and cerebral ischemia.[A19140,L44007,A254257] Oxidative stress caused by excess ROS damages endothelial cells in the cerebral vasculature as well as neuronal cell membranes, leading to neuronal cell death.[A19140]    Edaravone is a free radical scavenger that scavenges and suppresses the generation of hydroxyl radicals and peroxynitrite radicals.[A19140] The exact mechanism of action of edaravone in ALS has not been fully elucidated; however, edaravone is thought to mediate therapeutic effects via its antioxidant properties. Since oxidative stress has been implicated in the pathophysiology of ALS and cerebral ischemia, inhibiting lipid peroxidation, suppressing endothelial cell damage induced by lipid peroxides, and scavenging free radicals may lead to neuroprotective effects.[A19139,A19143] Edaravone has no effect on superoxide production.[A19139,A19140] It is suggested that edaravone may also possess anti-inflammatory properties, as it inhibited neutrophil activation and suppressed inducible nitric oxide synthase (iNOS) and neuronal nitric oxide synthase (nNOS) expression in animal models. It was also shown to ameliorate ROS-induced inflammatory oxidative stress after ischemic brain reperfusion.[A19140]","Edaravone is 92% bound to human serum proteins, mainly to albumin, with no concentration dependence in the range of 0.1 to 50 micromol/L.[L41810]","The metabolites of edaravone have not been fully characterized. Edaravone is metabolized to a sulfate conjugate and a glucuronide conjugate, which are not pharmacologically active. The glucuronide conjugation of edaravone involves multiple uridine diphosphate glucuronosyltransferase (UGT) isoforms (UGT1A1, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT1A10, UGT2B7, and UGT2B17). In human plasma, edaravone is mainly detected as the sulfate conjugate, which is presumed to be formed by sulfotransferases. Oral edaravone results in 1.3- and 1.7-fold higher exposures for both sulfate and glucuronide metabolites, respectively, when compared to intravenously-administered edaravone because of first-pass metabolism.[L41810]"
12244,12244,DB12244,CP-601927,,,FC(F)(F)C1=CC2=C(C=C1)[C@H]1C[C@@H]2CNC1,"CP-601,927 has been used in trials studying the basic science and treatment of Major Depressive Disorder.",,,,,
12245,12245,DB12245,Triclabendazole,"Anthelmintics, Anti-Infective Agents, Antihelminthic",,CSC1=NC2=C(N1)C=C(Cl)C(OC1=CC=CC(Cl)=C1Cl)=C2,"Triclabendazole, manufactured by Novartis pharmaceuticals, is an antihelminthic drug that was approved by the FDA in February 2019 for the treatment of fascioliasis in humans.[FDA label, L5452]   Fascioliasis is a parasitic infection often caused by the helminth, _Fasciola hepatica_, which is also known as “the common liver fluke” or “the sheep liver fluke” or by _Fasciola gigantica_, another helminth. These parasites can infect humans following ingestion of larvae in contaminated water or food.      Triclabendazole was previously used in the treatment of fascioliasis in livestock, but is now approved for human use.  This drug is currently the only FDA-approved drug for individuals with fascioliasis, which affects 2.4 million people worldwide.[A174988,L5452]","Cilostazol, Deferasirox, Peginterferon alfa-2b, Leflunomide, Teriflunomide, Dabrafenib",Triclabendazole and its metabolites are active against both the immature and mature worms of _Fasciola hepatica_ and  _Fasciola gigantica_ helminths.[FDA label]    **Effect on QT interval**    This drug may prolong the cardiac QT interval. Monitor ECG in patients with a history of QT prolongation or who are taking medications known to prolong the QT interval.[FDA label],"Triclabendazole is an anthelmintic agent against _Fasciola_ species.[FDA label]    The mechanism of action against Fasciola species is not fully understood at this time. In vitro studies and animal studies suggest that triclabendazole and its active metabolites (_sulfoxide_ and _sulfone_) are absorbed by the outer body covering of the immature and mature worms, causing a reduction in the resting membrane potential, the inhibition of tubulin function as well as protein and enzyme synthesis necessary for survival. These metabolic disturbances lead to an inhibition of motility, disruption of the worm outer surface, in addition to the inhibition of spermatogenesis and egg/embryonic cells.[FDA label]    **A note on resistance**    In vitro studies, in vivo studies, as well as case reports suggest a possibility for the development of resistance to triclabendazole.  The mechanism of resistance may be multifactorial and include changes in drug uptake/efflux mechanisms, target molecules, and changes in drug metabolism. The clinical significance of triclabendazole resistance in humans is not yet elucidated.[FDA label]","Protein-binding of triclabendazole, sulfoxide metabolite and sulfone metabolite in human plasma was 96.7%, 98.4% and 98.8% respectively.[FDA label]","Based on in vitro studies, triclabendazole is mainly metabolized by CYP1A2 enzyme (approximately 64%) into its active _sulfoxide_ metabolite and to a lesser extent by CYP2C9, CYP2C19, CYP2D6, CYP3A, and FMO (flavin containing monooxygenase). This sulfoxide metabolite is further metabolized mainly by CYP2C9 to the active sulfone metabolite, and to a smaller extent by CYP1A1, CYP1A2, CYP1B1, CYP2C19, CYP2D6, and CYP3A4, _in vitro_.[FDA label]"
